airline,source,destination,route,total_stops,price,duration_minutes,dep_hours,departure_bucket,month,day_type,route_segment,price_per_hour,rev_opportunity_score
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,16079,1210,22,Night,5,Weekday,Optimization Route,797.305785123967,13.288429752066115
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13067,1520,9,Morning,5,Weekday,Optimization Route,515.8026315789474,8.596710526315789
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6818,665,5,Morning,6,Weekday,Optimization Route,615.1578947368421,10.25263157894737
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13941,1430,8,Morning,5,Weekend,Optimization Route,584.9370629370629,9.74895104895105
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,12927,600,9,Morning,6,Weekday,Optimization Route,1292.7,21.545
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,155,22,Night,5,Weekday,Optimization Route,1859.6129032258066,30.993548387096773
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,5406,1235,16,Afternoon,4,Weekday,Optimization Route,262.63967611336034,4.377327935222672
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7318,890,10,Morning,3,Weekday,Optimization Route,493.34831460674155,8.22247191011236
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3384,140,7,Morning,3,Weekday,Optimization Route,1450.2857142857142,24.17142857142857
Air Asia,Delhi,Cochin,Delhi → Cochin,1,11410,590,20,Evening,6,Weekday,Optimization Route,1160.3389830508474,19.338983050847457
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,9134,450,5,Morning,3,Weekday,Optimization Route,1217.8666666666666,20.297777777777778
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,7832,435,14,Afternoon,3,Weekday,Optimization Route,1080.2758620689656,18.004597701149425
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,14815,1365,8,Morning,3,Weekday,Optimization Route,651.2087912087912,10.853479853479854
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4591,170,23,Night,6,Weekday,Optimization Route,1620.3529411764705,27.00588235294118
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12373,1210,22,Night,5,Weekday,Optimization Route,613.5371900826447,10.225619834710743
Air Asia,Banglore,New Delhi,Banglore → New Delhi,0,4284,170,5,Morning,3,Weekend,Optimization Route,1512.0,25.2
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13941,1375,5,Morning,5,Weekend,Optimization Route,608.3345454545455,10.138909090909092
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,16289,1525,17,Evening,3,Weekend,Optimization Route,640.8786885245902,10.681311475409837
IndiGo,Delhi,Cochin,Delhi → Cochin,1,9165,305,23,Night,6,Weekday,Optimization Route,1802.950819672131,30.049180327868854
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,8016,165,6,Morning,6,Weekday,Optimization Route,2914.909090909091,48.58181818181818
Air Asia,Kolkata,Banglore,Kolkata → Banglore,1,5192,720,22,Night,4,Weekday,Discount Route,432.6666666666667,7.211111111111111
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14939,665,21,Night,6,Weekend,Optimization Route,1347.8796992481202,22.464661654135337
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,25735,1310,11,Morning,3,Weekday,Optimization Route,1178.7022900763359,19.64503816793893
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,14502,540,10,Morning,6,Weekday,Optimization Route,1611.3333333333333,26.855555555555554
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,13817,810,22,Night,3,Weekday,Optimization Route,1023.4814814814815,17.058024691358025
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14151,505,9,Morning,5,Weekday,Optimization Route,1681.3069306930693,28.021782178217823
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,15077,510,10,Morning,3,Weekday,Optimization Route,1773.764705882353,29.562745098039215
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,12192,600,9,Morning,6,Weekday,Optimization Route,1219.2,20.32
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,1965,90,13,Afternoon,5,Weekday,Optimization Route,1310.0,21.833333333333332
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3850,140,7,Morning,5,Weekend,Optimization Route,1650.0,27.5
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,3175,90,16,Afternoon,6,Weekend,Optimization Route,2116.6666666666665,35.27777777777778
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,185,18,Evening,5,Weekday,Optimization Route,2344.5405405405404,39.075675675675676
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,16079,1425,19,Evening,5,Weekday,Optimization Route,677.0105263157894,11.283508771929824
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4392,90,9,Morning,3,Weekday,Optimization Route,2928.0,48.8
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,54826,365,18,Evening,3,Weekday,Premium Route,9012.493150684932,150.2082191780822
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,10368,560,9,Morning,6,Weekend,Optimization Route,1110.857142857143,18.514285714285716
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12898,1210,22,Night,5,Weekday,Optimization Route,639.5702479338843,10.659504132231405
Air India,Kolkata,Banglore,Kolkata → Banglore,2,14960,1185,16,Afternoon,5,Weekday,Optimization Route,757.4683544303797,12.624472573839663
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6442,835,8,Morning,5,Weekday,Optimization Route,462.89820359281435,7.7149700598802395
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3597,135,8,Morning,5,Weekday,Optimization Route,1598.6666666666667,26.644444444444446
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,18804,440,11,Morning,6,Weekday,Premium Route,2564.181818181818,42.736363636363635
Vistara,Delhi,Cochin,Delhi → Cochin,0,6111,190,6,Morning,3,Weekday,Optimization Route,1929.7894736842104,32.16315789473684
IndiGo,Delhi,Cochin,Delhi → Cochin,0,6015,195,21,Night,6,Weekend,Optimization Route,1850.7692307692307,30.846153846153847
Air India,Banglore,Delhi,Banglore → Delhi,0,6121,170,13,Afternoon,5,Weekend,Optimization Route,2160.3529411764707,36.00588235294118
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,6287,435,10,Morning,5,Weekday,Optimization Route,867.1724137931035,14.452873563218391
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,175,15,Afternoon,5,Weekday,Optimization Route,2478.5142857142855,41.308571428571426
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6442,455,8,Morning,6,Weekday,Optimization Route,849.4945054945055,14.158241758241758
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,4544,175,15,Afternoon,4,Weekend,Optimization Route,1557.942857142857,25.965714285714284
Air India,Kolkata,Banglore,Kolkata → Banglore,2,11542,1700,9,Morning,6,Weekday,Optimization Route,407.36470588235295,6.789411764705882
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,16079,520,19,Evening,5,Weekday,Optimization Route,1855.2692307692307,30.921153846153846
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,6076,545,7,Morning,3,Weekday,Optimization Route,668.9174311926605,11.14862385321101
Air India,Kolkata,Banglore,Kolkata → Banglore,2,10408,920,10,Morning,4,Weekday,Optimization Route,678.7826086956521,11.31304347826087
Air India,Delhi,Cochin,Delhi → Cochin,2,8446,2240,5,Morning,3,Weekday,Optimization Route,226.23214285714286,3.7705357142857143
GoAir,Banglore,New Delhi,Banglore → New Delhi,0,13663,175,7,Morning,3,Weekday,Premium Route,4684.457142857143,78.07428571428571
Air India,Delhi,Cochin,Delhi → Cochin,1,10671,705,20,Evening,5,Weekday,Optimization Route,908.1702127659574,15.136170212765958
Air Asia,Banglore,Delhi,Banglore → Delhi,0,3383,170,23,Night,6,Weekday,Optimization Route,1194.0,19.9
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9021,910,10,Morning,5,Weekday,Optimization Route,594.7912087912088,9.913186813186813
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,14533,615,9,Morning,5,Weekend,Optimization Route,1417.8536585365853,23.63089430894309
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,11992,1000,11,Morning,6,Weekday,Optimization Route,719.52,11.992
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3597,140,13,Afternoon,5,Weekend,Optimization Route,1541.5714285714287,25.692857142857143
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4077,165,1,Night,6,Weekend,Optimization Route,1482.5454545454545,24.70909090909091
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9646,545,7,Morning,6,Weekday,Optimization Route,1061.9449541284403,17.699082568807338
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3873,140,22,Night,4,Weekday,Optimization Route,1659.857142857143,27.664285714285715
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,15129,1430,19,Evening,5,Weekday,Optimization Route,634.7832167832167,10.579720279720279
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6104,480,17,Evening,6,Weekend,Optimization Route,763.0,12.716666666666667
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,16022,1995,19,Evening,3,Weekday,Optimization Route,481.8646616541353,8.03107769423559
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,10562,885,9,Morning,3,Weekend,Optimization Route,716.0677966101695,11.934463276836158
Air India,Delhi,Cochin,Delhi → Cochin,1,10945,1640,6,Morning,3,Weekend,Optimization Route,400.4268292682927,6.673780487804878
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3873,145,9,Morning,5,Weekday,Optimization Route,1602.6206896551723,26.71034482758621
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,1840,90,2,Night,3,Weekday,Optimization Route,1226.6666666666667,20.444444444444443
IndiGo,Delhi,Cochin,Delhi → Cochin,1,9585,425,4,Night,3,Weekend,Optimization Route,1353.1764705882354,22.55294117647059
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,3210,90,19,Evening,5,Weekend,Optimization Route,2140.0,35.666666666666664
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6147,290,15,Afternoon,5,Weekday,Optimization Route,1271.7931034482758,21.19655172413793
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,7341,395,17,Evening,5,Weekday,Optimization Route,1115.0886075949368,18.58481012658228
Air India,Delhi,Cochin,Delhi → Cochin,1,8372,615,9,Morning,5,Weekday,Optimization Route,816.780487804878,13.613008130081301
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,10877,690,7,Morning,6,Weekday,Optimization Route,945.8260869565217,15.763768115942028
Air India,Delhi,Cochin,Delhi → Cochin,2,10441,1275,22,Night,5,Weekday,Optimization Route,491.3411764705882,8.189019607843138
IndiGo,Delhi,Cochin,Delhi → Cochin,1,13611,975,4,Night,3,Weekday,Optimization Route,837.6,13.96
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,11087,1550,8,Morning,3,Weekend,Optimization Route,429.1741935483871,7.152903225806452
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,5963,1470,19,Evening,3,Weekday,Optimization Route,243.3877551020408,4.056462585034014
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3597,140,13,Afternoon,5,Weekday,Optimization Route,1541.5714285714287,25.692857142857143
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,8529,910,18,Evening,6,Weekday,Optimization Route,562.3516483516484,9.372527472527473
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,10678,845,4,Night,6,Weekday,Optimization Route,758.2011834319527,12.636686390532544
IndiGo,Delhi,Cochin,Delhi → Cochin,1,8285,755,8,Morning,3,Weekday,Optimization Route,658.4105960264901,10.973509933774835
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,18371,620,2,Night,6,Weekday,Optimization Route,1777.8387096774193,29.63064516129032
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,12692,800,20,Evening,6,Weekday,Optimization Route,951.9,15.865
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4423,165,6,Morning,4,Weekday,Optimization Route,1608.3636363636363,26.806060606060605
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,180,19,Evening,6,Weekend,Optimization Route,2409.6666666666665,40.16111111111111
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,6144,170,23,Night,3,Weekend,Optimization Route,2168.470588235294,36.141176470588235
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,10919,1300,6,Morning,6,Weekend,Optimization Route,503.95384615384614,8.399230769230769
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4148,160,21,Night,3,Weekday,Optimization Route,1555.5,25.925
SpiceJet,Banglore,New Delhi,Banglore → New Delhi,0,3873,170,20,Evening,3,Weekend,Optimization Route,1366.9411764705883,22.78235294117647
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,11702,550,9,Morning,3,Weekday,Optimization Route,1276.581818181818,21.276363636363637
IndiGo,Delhi,Cochin,Delhi → Cochin,1,14871,505,17,Evening,3,Weekday,Optimization Route,1766.851485148515,29.447524752475246
Air India,Banglore,New Delhi,Banglore → New Delhi,2,11234,1705,6,Morning,3,Weekday,Optimization Route,395.3313782991202,6.588856304985337
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6938,490,14,Afternoon,6,Weekday,Optimization Route,849.5510204081633,14.159183673469387
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6093,750,8,Morning,6,Weekday,Optimization Route,487.44,8.124
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,170,10,Morning,5,Weekday,Optimization Route,1391.6470588235295,23.194117647058825
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,8040,90,10,Morning,6,Weekday,Optimization Route,5360.0,89.33333333333333
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,15129,810,23,Night,5,Weekday,Optimization Route,1120.6666666666667,18.677777777777777
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3597,140,17,Evening,5,Weekday,Optimization Route,1541.5714285714287,25.692857142857143
Vistara,Kolkata,Banglore,Kolkata → Banglore,1,8610,700,7,Morning,5,Weekday,Optimization Route,738.0,12.3
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13067,395,17,Evening,5,Weekday,Premium Route,1984.860759493671,33.08101265822785
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,4991,170,9,Morning,5,Weekday,Optimization Route,1761.5294117647059,29.358823529411765
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,1,4649,315,15,Afternoon,4,Weekday,Optimization Route,885.5238095238095,14.75873015873016
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3597,135,8,Morning,5,Weekend,Optimization Route,1598.6666666666667,26.644444444444446
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12898,660,8,Morning,5,Weekday,Optimization Route,1172.5454545454545,19.542424242424243
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,9296,2245,6,Morning,3,Weekday,Optimization Route,248.44543429844097,4.14075723830735
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,8855,170,16,Afternoon,3,Weekend,Optimization Route,3125.294117647059,52.088235294117645
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1270,21,Night,6,Weekday,Optimization Route,484.81889763779526,8.080314960629922
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,165,6,Morning,6,Weekday,Optimization Route,1433.8181818181818,23.8969696969697
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9001,385,12,Afternoon,6,Weekday,Optimization Route,1402.7532467532467,23.37922077922078
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7670,910,10,Morning,5,Weekend,Optimization Route,505.7142857142857,8.428571428571429
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7530,465,17,Evening,6,Weekday,Optimization Route,971.6129032258065,16.193548387096776
IndiGo,Kolkata,Banglore,Kolkata → Banglore,1,8443,295,9,Morning,5,Weekday,Optimization Route,1717.2203389830509,28.620338983050846
SpiceJet,Delhi,Cochin,Delhi → Cochin,1,5351,315,6,Morning,4,Weekday,Optimization Route,1019.2380952380952,16.987301587301587
Vistara,Delhi,Cochin,Delhi → Cochin,0,6688,190,6,Morning,3,Weekday,Optimization Route,2112.0,35.2
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,11087,1355,20,Evening,3,Weekday,Optimization Route,490.9372693726937,8.182287822878228
Air India,Banglore,New Delhi,Banglore → New Delhi,2,7664,1815,5,Morning,3,Weekday,Optimization Route,253.35537190082644,4.222589531680441
IndiGo,Kolkata,Banglore,Kolkata → Banglore,1,4775,315,15,Afternoon,4,Weekday,Optimization Route,909.5238095238095,15.158730158730158
GoAir,Kolkata,Banglore,Kolkata → Banglore,0,3514,155,15,Afternoon,6,Weekday,Optimization Route,1360.258064516129,22.670967741935485
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13376,1300,6,Morning,6,Weekday,Optimization Route,617.3538461538461,10.28923076923077
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,14300,1705,8,Morning,6,Weekday,Optimization Route,503.2258064516129,8.387096774193548
Air India,Delhi,Cochin,Delhi → Cochin,1,7480,765,20,Evening,6,Weekday,Optimization Route,586.6666666666666,9.777777777777779
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2227,90,21,Night,5,Weekend,Optimization Route,1484.6666666666667,24.744444444444444
Air Asia,Delhi,Cochin,Delhi → Cochin,1,7452,870,7,Morning,5,Weekend,Optimization Route,513.9310344827586,8.565517241379311
Air Asia,Kolkata,Banglore,Kolkata → Banglore,0,4409,155,10,Morning,5,Weekday,Optimization Route,1706.7096774193549,28.44516129032258
Air India,Kolkata,Banglore,Kolkata → Banglore,2,4647,1555,9,Morning,4,Weekday,Discount Route,179.3054662379421,2.9884244372990354
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3332,155,9,Morning,3,Weekday,Optimization Route,1289.8064516129032,21.496774193548386
Air India,Delhi,Cochin,Delhi → Cochin,1,6902,555,10,Morning,3,Weekday,Optimization Route,746.1621621621622,12.436036036036036
Air Asia,Kolkata,Banglore,Kolkata → Banglore,1,6857,215,19,Evening,6,Weekday,Optimization Route,1913.5813953488373,31.893023255813954
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12373,550,19,Evening,5,Weekday,Optimization Route,1349.7818181818182,22.496363636363636
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,11789,440,11,Morning,6,Weekend,Optimization Route,1607.590909090909,26.793181818181818
Air India,Delhi,Cochin,Delhi → Cochin,2,13039,865,17,Evening,5,Weekday,Optimization Route,904.4393063583815,15.073988439306358
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,11087,750,22,Night,3,Weekday,Optimization Route,886.96,14.782666666666668
Vistara,Kolkata,Banglore,Kolkata → Banglore,1,9345,1625,20,Evening,5,Weekend,Optimization Route,345.04615384615386,5.75076923076923
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,1965,90,22,Night,6,Weekday,Optimization Route,1310.0,21.833333333333332
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6093,810,7,Morning,6,Weekday,Optimization Route,451.3333333333333,7.522222222222222
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,11841,800,18,Evening,6,Weekend,Optimization Route,888.075,14.80125
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9663,775,21,Night,5,Weekday,Optimization Route,748.1032258064516,12.468387096774194
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,1425,19,Evening,6,Weekday,Optimization Route,619.5368421052632,10.32561403508772
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,8529,1660,18,Evening,6,Weekday,Optimization Route,308.27710843373495,5.137951807228916
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5073,275,7,Morning,4,Weekend,Optimization Route,1106.8363636363636,18.44727272727273
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,180,7,Morning,4,Weekday,Optimization Route,2409.6666666666665,40.16111111111111
Air India,Delhi,Cochin,Delhi → Cochin,1,9194,555,10,Morning,6,Weekday,Optimization Route,993.9459459459459,16.565765765765764
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,11789,440,11,Morning,6,Weekday,Optimization Route,1607.590909090909,26.793181818181818
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2017,90,13,Afternoon,6,Weekday,Optimization Route,1344.6666666666667,22.41111111111111
Air India,Kolkata,Banglore,Kolkata → Banglore,2,15894,1320,14,Afternoon,6,Weekday,Optimization Route,722.4545454545455,12.040909090909091
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3419,165,1,Night,5,Weekday,Optimization Route,1243.2727272727273,20.721212121212123
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,10368,1375,5,Morning,6,Weekend,Optimization Route,452.4218181818182,7.540363636363637
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6027,290,15,Afternoon,4,Weekday,Optimization Route,1246.9655172413793,20.782758620689656
Air India,Delhi,Cochin,Delhi → Cochin,1,7480,765,20,Evening,5,Weekend,Optimization Route,586.6666666666666,9.777777777777779
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,1,7189,520,8,Morning,6,Weekday,Optimization Route,829.5,13.825
Air India,Banglore,New Delhi,Banglore → New Delhi,0,7276,165,10,Morning,3,Weekday,Optimization Route,2645.818181818182,44.096969696969694
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,15764,1015,11,Morning,3,Weekday,Optimization Route,931.8620689655172,15.53103448275862
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,550,19,Evening,6,Weekday,Optimization Route,1605.1636363636364,26.752727272727274
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7888,510,17,Evening,5,Weekday,Optimization Route,928.0,15.466666666666667
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1225,8,Morning,6,Weekday,Optimization Route,502.62857142857143,8.377142857142857
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,15318,505,20,Evening,5,Weekend,Optimization Route,1819.960396039604,30.332673267326733
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,5608,435,10,Morning,5,Weekday,Optimization Route,773.5172413793103,12.891954022988505
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,12681,590,8,Morning,4,Weekday,Optimization Route,1289.593220338983,21.49322033898305
Air India,Delhi,Cochin,Delhi → Cochin,2,9417,970,17,Evening,3,Weekday,Optimization Route,582.4948453608248,9.708247422680412
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,17057,835,7,Morning,3,Weekend,Optimization Route,1225.6526946107786,20.42754491017964
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,12537,480,13,Afternoon,3,Weekday,Premium Route,1567.125,26.11875
Air India,Delhi,Cochin,Delhi → Cochin,2,10651,1275,22,Night,5,Weekday,Optimization Route,501.22352941176473,8.353725490196078
Vistara,Delhi,Cochin,Delhi → Cochin,0,6741,190,6,Morning,6,Weekend,Optimization Route,2128.7368421052633,35.47894736842105
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,1595,20,Evening,5,Weekday,Optimization Route,407.9247648902821,6.798746081504702
Air India,Delhi,Cochin,Delhi → Cochin,2,13381,1730,14,Afternoon,5,Weekday,Optimization Route,464.08092485549133,7.7346820809248555
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4423,165,6,Morning,4,Weekend,Optimization Route,1608.3636363636363,26.806060606060605
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,5678,90,19,Evening,5,Weekday,Optimization Route,3785.3333333333335,63.08888888888889
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,12719,1620,9,Morning,5,Weekday,Optimization Route,471.0740740740741,7.851234567901234
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5054,275,7,Morning,6,Weekend,Optimization Route,1102.6909090909091,18.37818181818182
Air India,Delhi,Cochin,Delhi → Cochin,1,7480,1420,9,Morning,5,Weekday,Optimization Route,316.056338028169,5.267605633802817
Air India,Banglore,Delhi,Banglore → Delhi,0,6961,165,17,Evening,6,Weekday,Optimization Route,2531.2727272727275,42.18787878787879
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3841,150,17,Evening,4,Weekday,Optimization Route,1536.4,25.606666666666666
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,180,21,Night,6,Weekday,Optimization Route,1314.3333333333333,21.905555555555555
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,180,8,Morning,5,Weekday,Optimization Route,2409.6666666666665,40.16111111111111
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,4319,170,9,Morning,5,Weekday,Optimization Route,1524.3529411764705,25.405882352941177
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4423,170,13,Afternoon,4,Weekday,Optimization Route,1561.0588235294117,26.01764705882353
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,16079,335,22,Night,5,Weekday,Premium Route,2879.820895522388,47.997014925373136
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7754,180,19,Evening,6,Weekday,Optimization Route,2584.6666666666665,43.077777777777776
Air India,Delhi,Cochin,Delhi → Cochin,2,10467,1210,13,Afternoon,6,Weekend,Optimization Route,519.0247933884298,8.650413223140497
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,1145,17,Evening,6,Weekday,Optimization Route,771.0393013100437,12.850655021834061
Air India,Kolkata,Banglore,Kolkata → Banglore,1,7452,1700,16,Afternoon,5,Weekday,Optimization Route,263.01176470588234,4.383529411764706
Air India,Delhi,Cochin,Delhi → Cochin,2,13276,1795,13,Afternoon,5,Weekday,Optimization Route,443.7660167130919,7.396100278551532
Air India,Banglore,New Delhi,Banglore → New Delhi,2,31783,1545,8,Morning,3,Weekday,Optimization Route,1234.2912621359224,20.571521035598707
Air India,Chennai,Kolkata,Chennai → Kolkata,0,4667,135,11,Morning,5,Weekday,Optimization Route,2074.222222222222,34.57037037037037
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,175,15,Afternoon,6,Weekend,Optimization Route,2478.5142857142855,41.308571428571426
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,14237,1090,18,Evening,6,Weekend,Optimization Route,783.6880733944954,13.061467889908258
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,8266,535,10,Morning,5,Weekday,Optimization Route,927.0280373831775,15.450467289719626
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13882,1140,9,Morning,6,Weekday,Optimization Route,730.6315789473684,12.177192982456141
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4823,170,20,Evening,5,Weekday,Optimization Route,1702.235294117647,28.370588235294118
Air Asia,Banglore,Delhi,Banglore → Delhi,0,4483,170,23,Night,5,Weekday,Optimization Route,1582.235294117647,26.370588235294118
Air India,Banglore,Delhi,Banglore → Delhi,0,6961,165,6,Morning,6,Weekday,Optimization Route,2531.2727272727275,42.18787878787879
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9663,910,18,Evening,5,Weekend,Optimization Route,637.1208791208791,10.618681318681318
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,16704,1760,23,Night,5,Weekend,Optimization Route,569.4545454545455,9.49090909090909
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4049,90,9,Morning,5,Weekend,Optimization Route,2699.3333333333335,44.98888888888889
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3807,135,8,Morning,3,Weekend,Optimization Route,1692.0,28.2
